SEXO;EDAD;P1;RECUVOTOG1;ESCIDEOL;NIVELESTENTREV;RELIGION;SITLAB;RELALAB;CNO11;INGRESHOG
2;39;1;21;3;11;9;1;1;2;4
2;38;2;2;5;11;1;1;1;2;5
1;39;2;2;7;5;2;1;1;3;5
1;26;1;21;3;14;5;1;1;2;1
2;55;2;2;8;11;2;7;0;0;2
1;62;4;2;6;7;6;1;1;3;2
2;65;2;1;5;5;1;4;0;0;3
1;50;5;3;9;6;5;1;1;9;4
1;81;4;2;8;4;1;2;0;0;4
2;19;4;3;7;6;6;6;0;0;4
1;21;1;21;4;6;2;1;1;5;2
2;40;1;1;3;7;2;1;1;3;5
1;57;4;2;8;7;2;1;1;3;2
1;73;1;1;1;4;6;2;0;0;3
2;57;1;2;8;4;1;1;1;5;5
2;56;2;1;6;7;1;1;1;9;4
2;73;1;1;4;6;2;2;0;0;2
1;65;5;2;6;11;2;2;0;0;4
2;31;2;1;4;13;5;1;1;2;1
2;42;2;3;5;5;2;1;1;4;4
2;53;2;2;7;10;1;1;1;2;2
2;20;4;3;10;6;1;6;0;0;2
2;39;1;1;3;7;6;1;1;2;3
2;42;5;3;7;11;1;1;1;3;3
1;53;4;1;1;3;6;1;1;8;4
1;49;2;2;8;4;6;1;1;6;6
2;37;2;1;5;4;2;1;1;5;4
2;27;2;1;1;7;5;1;1;4;8
1;54;4;2;5;9;2;1;1;1;2
2;62;1;2;6;11;1;2;0;0;3
2;25;4;1;4;7;6;1;1;3;3
1;44;1;21;1;13;6;1;1;3;3
1;32;4;2;7;10;5;1;1;2;2
1;51;2;2;8;11;2;1;1;2;2
1;30;2;2;8;13;2;1;1;2;1
1;59;1;2;6;7;4;1;3;1;1
1;43;2;2;5;10;2;1;1;2;5
2;43;1;21;3;11;4;1;1;2;3
1;24;2;1;1;13;4;1;1;2;1
2;80;2;2;10;2;1;3;0;0;6
2;62;1;1;8;4;5;1;1;5;5
1;56;4;2;7;8;1;1;3;3;3
2;47;2;1;2;13;5;1;1;2;3
2;53;1;1;1;4;6;8;0;0;5
2;40;1;21;3;11;4;1;1;2;2
1;44;1;1;3;7;9;6;0;0;5
1;48;2;2;5;8;2;1;1;2;2
2;50;2;2;5;11;1;1;1;2;3
1;18;2;2;7;6;2;6;0;0;2
2;43;2;2;5;14;2;1;1;1;1
2;23;4;2;9;6;6;6;0;0;3
2;43;1;1;4;9;5;1;1;4;5
2;51;2;1;3;11;2;1;1;4;4
2;75;1;1;4;4;1;3;0;0;6
1;52;2;1;5;7;5;1;1;4;4
1;76;1;1;5;12;1;2;0;0;3
1;29;1;3;8;7;2;1;5;3;3
2;49;5;3;8;11;2;1;1;4;5
1;54;1;2;7;13;2;1;3;2;2
2;25;4;1;99;10;1;1;1;9;6
2;69;2;21;1;4;5;2;0;0;4
1;44;1;1;5;13;4;1;1;2;1
1;26;1;21;4;13;5;1;1;2;5
2;41;1;2;5;13;2;1;1;2;2
2;75;2;1;1;1;2;3;0;0;6
2;48;5;3;10;6;2;1;1;10;2
1;75;4;2;5;11;2;2;0;0;4
1;79;5;3;8;12;2;1;2;1;3
1;21;2;21;3;7;6;6;0;0;1
2;62;1;1;6;9;1;1;1;2;2
2;58;1;1;5;4;9;8;0;0;5
2;20;2;1;3;6;4;1;1;9;3
1;41;2;1;2;7;6;1;1;9;5
1;46;4;3;7;14;1;1;1;2;1
2;66;2;1;7;4;2;1;2;5;8
2;66;2;1;6;13;5;2;0;0;9
1;57;2;21;3;4;4;1;1;7;2
2;22;2;1;3;10;2;4;0;0;4
2;64;1;1;1;14;4;1;1;2;1
2;95;2;21;5;2;2;3;0;0;5
2;50;4;2;5;6;2;1;1;4;3
2;56;1;2;9;7;1;4;0;0;3
1;66;1;2;5;2;2;2;0;0;5
2;50;2;2;5;11;4;1;1;2;2
1;27;5;2;10;13;6;1;1;2;4
1;62;2;3;8;1;4;4;0;0;6
1;39;4;1;2;6;5;1;1;8;2
2;59;1;1;4;11;6;1;6;2;1
1;33;4;2;8;11;2;1;1;4;4
2;64;5;1;6;11;2;2;0;0;3
2;60;1;2;6;11;2;7;0;0;2
2;22;2;1;2;6;6;6;0;0;5
2;45;2;21;5;13;1;1;1;4;8
1;19;2;2;7;6;2;6;0;0;6
1;62;2;1;4;6;5;1;1;3;2
1;33;4;3;8;12;5;1;1;2;3
2;52;2;2;7;9;1;1;1;2;2
1;75;2;1;5;0;6;2;0;0;5
1;78;2;1;1;4;6;2;0;0;4
1;31;1;21;4;13;6;1;1;2;3
1;56;2;21;3;7;2;1;1;3;3
2;71;4;2;10;6;1;2;0;0;4
1;47;4;3;3;7;2;1;1;2;4
1;57;1;1;1;5;5;1;1;7;5
1;44;4;3;6;7;2;1;2;5;2
2;42;4;2;6;15;1;1;1;2;3
1;50;5;1;1;11;1;1;3;8;5
1;68;1;21;2;11;4;2;0;0;3
2;32;2;1;1;10;2;1;1;2;5
1;62;1;1;3;6;2;1;1;3;1
2;48;2;1;1;10;5;4;0;0;3
1;61;2;1;5;7;2;1;1;8;4
2;67;2;1;4;6;2;2;0;0;3
2;58;1;1;3;11;2;1;1;2;3
1;58;2;2;8;9;2;1;1;8;4
1;53;2;2;5;9;6;1;1;1;1
1;62;4;1;1;1;2;2;0;0;6
2;27;1;1;3;10;4;6;0;0;1
2;65;2;2;6;12;1;2;0;0;9
1;67;4;2;7;11;5;1;3;2;2
1;51;2;21;5;7;5;1;1;8;2
2;52;1;1;7;11;2;1;1;3;2
2;39;4;21;5;6;2;1;1;1;2
2;75;;1;5;2;1;2;0;0;6
1;50;;21;1;6;6;1;1;6;3
1;34;;1;4;13;2;1;1;2;1
1;24;;1;4;7;2;1;1;2;1
1;24;;3;9;6;2;1;1;3;4
1;47;;21;3;4;5;1;1;6;5
2;62;;1;5;9;4;1;2;11;2
1;57;;2;5;11;1;1;3;2;4
1;49;;3;10;11;2;1;1;2;5
1;54;;2;6;15;2;1;1;2;2
2;36;;21;4;13;6;1;1;2;2
1;55;;1;5;4;2;2;0;0;5
1;57;;2;6;15;2;1;3;2;3
2;38;;1;3;5;6;1;1;5;4
2;60;;1;4;4;2;7;0;0;5
1;57;;2;4;11;6;1;2;1;5
2;36;;3;6;4;2;1;3;6;8
1;31;;21;4;5;6;4;0;0;6
1;45;;21;5;11;4;1;1;4;2
1;50;;1;3;12;6;1;1;2;2
1;53;;21;3;10;6;1;1;5;3
1;42;;1;5;8;6;1;1;6;1
2;31;;1;3;10;5;1;1;2;4
1;42;;3;10;11;2;1;1;2;5
2;42;;2;7;6;2;1;2;1;2
2;45;;1;3;9;2;1;1;1;4
1;63;;3;6;7;4;2;0;0;4
2;79;;2;10;0;2;2;0;0;6
2;52;;21;3;11;6;1;1;4;3
2;48;;21;4;11;1;1;1;2;4
1;78;;2;6;4;1;2;0;0;5
2;54;;2;6;11;1;1;3;1;1
1;79;;2;5;11;2;2;0;0;3
2;73;;1;6;0;1;3;0;0;6
1;42;;21;3;7;5;1;3;2;4
1;64;;1;1;8;1;1;1;3;3
1;49;;3;5;9;4;1;1;2;4
1;80;;3;9;9;2;2;0;0;4
2;62;;2;4;7;5;2;0;0;1
2;44;;2;7;7;4;1;1;5;3
1;31;;2;6;7;4;4;0;0;4
2;51;;21;1;9;4;7;0;0;3
2;56;;2;7;7;2;7;0;0;5
1;44;;2;6;11;2;1;1;2;1
2;64;;21;1;9;6;4;0;0;3
2;69;;1;3;11;4;2;0;0;4
2;35;;21;1;13;6;1;1;2;4
1;62;;21;3;9;4;1;1;2;4
1;19;;1;5;6;2;6;0;0;3
2;45;;21;2;13;6;1;1;2;3
1;71;;21;1;14;6;2;0;0;4
1;63;;1;6;11;5;2;0;0;4
1;54;;2;5;14;1;1;3;2;3
1;51;;21;5;7;2;1;1;5;3
2;51;;1;4;7;2;1;1;4;2
2;66;;2;99;4;1;7;0;0;4
2;61;;21;1;4;5;4;0;0;5
1;71;;2;8;4;4;2;0;0;4
1;41;;21;4;11;6;1;3;5;5
1;23;;2;6;6;2;6;0;0;4
1;48;;2;5;7;1;1;1;10;3
2;44;;1;1;7;4;1;1;5;5
1;71;;2;10;4;1;2;0;0;6
1;48;;2;6;3;1;1;1;10;3
1;21;;3;8;6;1;1;1;5;4
2;66;;21;4;11;5;1;1;2;3
2;57;;1;1;9;2;2;0;0;3
1;84;;1;99;2;1;2;0;0;5
1;73;;2;5;11;2;2;0;0;1
2;54;;2;7;9;2;1;2;3;2
1;75;;1;3;4;4;2;0;0;4
1;85;;1;1;14;4;2;0;0;4
1;76;;2;9;2;4;2;0;0;5
1;50;;21;1;5;6;1;1;4;6
1;54;;2;6;13;2;1;1;6;4
1;47;;2;10;5;2;4;0;0;5
1;72;;2;8;2;2;2;0;0;4
1;43;;2;6;10;2;1;3;2;2
1;39;;1;5;2;1;1;1;7;5
1;85;;1;5;2;3;2;0;0;5
1;69;;2;6;11;5;2;0;0;4
2;46;;1;3;11;1;1;1;1;1
1;80;;1;1;0;5;2;0;0;5
2;75;;1;10;0;9;7;0;0;6
2;46;;2;9;13;6;1;3;5;6
2;36;;1;6;7;2;7;0;0;1
2;54;;2;5;9;2;4;0;0;3
1;54;;3;4;4;9;8;0;0;5
1;30;;2;7;10;5;1;1;4;2
2;20;;1;4;6;4;6;0;0;3
2;47;;2;7;7;2;1;3;5;2
2;61;;1;3;6;6;4;0;0;4
2;50;;21;1;5;1;1;2;5;4
2;57;;1;5;11;1;1;1;2;4
2;32;;1;3;13;2;5;0;0;4
1;65;;21;2;7;1;2;0;0;4
1;47;;3;7;9;2;1;1;10;2
1;51;;1;4;8;2;1;1;7;4
1;23;;3;7;6;6;1;1;10;5
1;60;;2;8;9;6;1;1;2;2
2;70;;1;3;4;2;2;0;0;4
2;67;;1;4;5;2;2;0;0;4
1;80;;1;4;11;2;2;0;0;4
1;67;;1;5;5;2;2;0;0;5
1;59;;2;7;12;1;1;1;2;3
2;30;;1;3;10;6;1;1;2;1
1;62;;1;3;7;5;2;0;0;4
2;59;;2;6;7;2;7;0;0;3
2;44;;3;8;7;1;1;2;2;1
2;27;;3;9;15;2;1;1;2;1
1;70;;1;1;1;9;2;0;0;5
2;52;;2;7;13;1;4;0;0;6
2;42;;3;8;11;1;1;3;2;2
2;56;;21;4;11;4;1;1;2;4
2;45;;2;7;11;5;1;1;2;4
1;39;;2;8;5;2;1;1;3;2
2;72;;1;1;0;2;7;0;0;5
1;37;;1;4;10;2;1;1;3;3
1;67;;2;4;11;4;2;0;0;4
2;59;;2;8;4;1;4;0;0;5
1;33;;2;5;4;5;1;1;8;5
2;36;;1;5;11;5;1;1;2;1
1;73;;3;10;4;2;2;0;0;2
2;84;;1;98;1;2;7;0;0;5
1;26;;3;5;6;5;1;1;10;5
1;22;;1;4;7;5;1;1;3;5
2;37;;3;8;7;2;1;1;4;4
2;24;;2;8;10;1;6;0;0;5
2;69;;1;3;2;1;7;0;0;5
1;45;;2;8;8;2;1;1;2;3
1;54;;3;10;10;1;1;2;1;2
1;55;;21;1;7;6;1;3;5;6
1;62;;1;1;4;1;2;0;0;4
2;28;;1;5;7;1;1;1;5;4
1;44;;1;4;5;2;1;1;8;4
1;77;;1;3;8;1;2;0;0;4
1;49;;3;8;6;2;1;1;5;2
1;72;;3;9;6;1;2;0;0;4
2;55;;21;1;4;5;4;0;0;6
1;72;;21;2;12;4;2;0;0;2
2;67;;1;4;4;1;3;0;0;6
1;45;;21;2;11;4;1;1;2;3
1;53;;21;3;9;4;1;1;3;5
1;54;;1;3;7;2;1;1;3;4
1;55;;2;7;9;1;1;3;2;2
1;33;;3;5;13;2;1;3;2;5
1;19;;3;10;5;1;6;0;0;5
1;36;;1;6;13;5;4;0;0;4
2;54;;2;7;11;2;1;1;2;3
1;47;;1;5;7;2;1;1;3;3
2;28;;21;1;7;2;1;1;3;3
1;44;;2;5;6;2;1;3;5;5
1;65;;21;1;6;5;2;0;0;6
2;25;;1;3;13;1;1;1;2;5
1;29;;2;5;10;1;1;1;2;3
1;36;;3;10;5;6;1;1;7;2
2;50;;2;8;11;4;1;1;6;5
1;38;;1;2;13;4;1;1;2;4
2;59;;1;1;5;5;4;0;0;6
2;54;;1;5;6;2;1;1;9;4
2;25;;3;10;4;2;4;0;0;5
1;35;;3;5;7;4;1;1;7;4
2;22;;1;6;6;2;6;0;0;3
1;75;;2;5;11;4;2;0;0;2
2;37;;1;3;9;2;1;1;2;5
2;42;;1;7;11;2;7;0;0;4
2;27;;2;9;6;3;1;1;4;4
2;66;;1;5;7;1;2;0;0;1
1;25;;3;7;6;4;1;4;5;5
1;24;;21;2;7;5;6;0;0;5
2;57;;1;3;6;2;1;1;4;4
2;29;;1;1;4;3;8;0;0;6
2;33;;21;1;13;4;4;0;0;4
2;19;;1;3;6;2;6;0;0;5
1;34;;1;5;7;2;1;1;8;4
2;54;;2;5;5;1;1;1;5;6
1;39;;1;3;6;4;1;1;4;5
2;50;;1;2;4;2;4;0;0;6
1;79;;3;7;8;2;2;0;0;1
2;33;;2;7;10;2;1;1;2;2
1;45;;21;5;5;5;1;1;5;4
1;39;;1;5;11;5;1;1;3;1
2;51;;1;98;8;5;1;1;2;5
2;41;;1;10;10;2;1;1;5;4
2;48;;21;1;14;4;1;1;2;3
2;74;;1;3;4;2;2;0;0;5
2;72;;1;2;14;4;2;0;0;1
1;45;;1;3;9;6;1;1;2;4
2;76;;1;1;1;2;2;0;0;6
1;44;;1;4;13;6;1;1;2;2
2;55;;21;4;7;6;1;1;4;4
2;52;;1;1;7;6;4;0;0;6
2;68;;2;5;14;1;2;0;0;5
1;24;;21;3;10;6;1;1;2;4
1;70;;1;3;11;4;2;0;0;2
2;69;;21;2;11;6;2;0;0;2
1;65;;2;7;8;1;1;1;1;3
2;28;;21;2;13;6;1;1;2;3
1;53;;1;5;11;2;1;1;3;2
2;62;;1;2;9;2;1;1;2;2
1;55;;2;7;7;5;1;2;2;5
1;75;;2;7;11;1;1;1;2;2
1;19;;2;8;6;1;6;0;0;4
2;73;;2;99;11;6;2;0;0;5
2;59;;1;1;11;1;1;1;2;1
1;23;;3;10;6;1;1;1;5;4
1;45;;21;4;11;2;1;3;3;2
2;46;;1;1;9;2;4;0;0;6
2;31;;1;5;6;2;4;0;0;5
2;56;;1;5;6;2;1;1;4;5
1;58;;2;5;7;2;1;1;7;3
1;46;;21;2;12;4;2;0;0;4
2;21;;1;3;6;5;6;0;0;4
1;70;;1;3;6;6;2;0;0;4
2;32;;1;1;10;5;1;1;5;3
1;33;;1;3;13;6;1;1;2;4
1;26;;21;2;7;5;1;1;7;4
2;66;;1;99;11;4;2;0;0;1
2;21;;2;8;6;2;6;0;0;1
2;56;;1;4;4;4;1;3;5;6
2;77;;2;10;2;2;2;0;0;5
1;52;;1;3;4;3;4;0;0;5
2;36;;1;5;7;3;1;1;4;3
1;34;;21;3;13;6;1;1;2;4
2;63;;1;1;9;4;1;1;2;2
1;44;;21;3;10;6;1;1;3;2
1;66;;2;6;13;2;2;0;0;3
2;36;;1;1;4;6;1;1;9;5
1;42;;3;7;7;2;1;1;5;2
2;63;;2;4;6;2;2;0;0;5
2;27;;1;3;4;6;1;1;9;4
1;46;;2;7;11;5;1;1;1;2
1;65;;2;6;9;1;2;0;0;1
2;58;;3;5;7;1;4;0;0;5
1;33;;1;3;10;6;1;1;2;5
2;28;;3;98;4;2;1;3;6;1
2;24;;21;2;10;4;4;0;0;1
2;40;;1;3;5;2;1;1;5;3
1;80;;2;7;11;1;2;0;0;1
2;68;;1;3;6;2;2;0;0;3
1;57;;2;7;11;4;1;1;4;1
1;61;;21;1;9;6;4;0;0;4
2;44;;2;5;11;2;1;3;2;3
1;67;;1;3;11;2;2;0;0;4
1;31;;2;8;7;5;1;1;3;2
2;58;;2;7;13;1;1;1;3;3
2;49;;1;2;13;5;1;1;3;3
1;29;;1;5;5;2;1;1;9;3
2;49;;1;5;7;2;2;0;0;4
2;43;;3;6;6;5;4;0;0;6
2;66;;1;2;2;2;2;0;0;1
2;31;;21;1;10;6;4;0;0;6
1;63;;2;5;4;3;8;0;0;4
2;46;;2;8;9;2;1;1;4;2
2;34;;1;3;13;4;1;1;2;4
1;53;;1;3;6;4;1;1;6;5
2;48;;1;5;7;1;2;0;0;4
1;44;;2;8;4;2;1;3;8;4
2;45;;1;5;6;6;4;0;0;4
1;51;;1;3;6;2;1;1;5;3
2;55;;2;8;4;2;8;0;0;6
1;52;;3;7;6;5;1;3;7;2
1;84;;2;9;2;2;2;0;0;4
1;32;;1;98;7;2;4;0;0;4
2;46;;3;8;4;4;1;9;99;6
2;46;;2;10;6;1;1;1;7;5
1;63;;2;5;9;1;1;1;1;3
2;52;;2;5;6;2;4;0;0;6
1;85;;3;10;4;1;2;0;0;5
2;53;;2;5;13;2;1;1;3;5
2;36;;2;7;13;4;1;1;2;1
2;62;;2;8;9;1;1;2;2;3
1;80;;1;1;4;2;2;0;0;4
1;61;;1;3;11;5;2;0;0;3
1;67;;1;1;4;6;2;0;0;5
1;56;;2;6;5;2;1;3;6;4
2;54;;2;6;7;2;1;2;5;2
2;59;;2;8;9;2;1;1;2;1
1;53;;2;5;5;1;1;1;5;5
2;18;;21;3;6;4;6;0;0;8
2;47;;1;4;9;2;4;0;0;4
2;60;;1;5;5;2;1;1;3;5
1;46;;2;5;11;5;1;1;2;4
2;65;;2;5;9;4;2;0;0;3
1;36;;3;7;6;5;1;1;10;4
2;54;;2;5;11;2;1;1;3;4
2;63;;1;5;4;1;7;0;0;6
2;27;;3;10;4;1;1;1;6;6
1;75;;21;1;2;6;2;0;0;5
1;34;;2;5;6;1;4;0;0;6
1;59;;1;4;9;2;2;0;0;4
1;78;;2;5;11;9;2;0;0;3
1;43;;2;8;13;2;1;1;2;3
1;61;;1;3;4;4;1;1;6;6
1;32;;1;5;4;3;1;1;8;6
2;55;;2;8;10;1;1;1;2;5
2;74;;1;3;0;2;2;0;0;5
1;41;;2;7;6;1;1;1;5;1
1;59;;1;7;5;1;1;1;5;4
2;22;;21;4;6;5;6;0;0;3
2;24;;1;2;10;2;1;1;2;8
2;47;;1;3;11;5;1;1;3;3
1;49;;3;10;13;1;4;0;0;6
2;56;;2;6;9;2;2;0;0;1
1;58;;1;4;6;2;1;1;3;4
1;41;;3;10;6;2;1;1;6;5
1;34;;21;1;13;4;1;1;1;4
2;42;;2;5;9;2;1;1;2;2
1;30;;1;5;15;5;1;1;4;4
2;68;;1;6;11;3;2;0;0;1
2;79;;2;10;98;1;3;0;0;3
2;46;;21;1;11;9;1;3;2;6
2;40;;2;6;11;6;1;1;2;4
2;55;;2;5;9;2;1;2;1;1
2;64;;21;3;7;2;1;3;9;4
2;63;;2;6;9;2;1;2;1;3
2;68;;1;3;6;6;2;0;0;2
1;32;;3;6;10;4;1;1;2;4
2;66;;2;7;11;1;2;0;0;2
2;87;;2;7;4;1;2;0;0;5
1;47;;3;8;8;6;1;1;3;5
1;45;;3;5;12;5;1;1;2;9
1;65;;3;10;9;4;2;0;0;5
2;57;;2;8;11;2;1;1;2;4
1;43;;2;5;6;6;1;1;8;5
1;43;;2;5;4;3;1;1;8;3
2;65;;2;9;9;2;2;0;0;3
2;62;;1;5;6;5;4;0;0;9
1;48;;2;5;11;1;1;1;1;3
1;67;;2;6;8;2;1;2;1;3
1;68;;1;2;6;5;2;0;0;4
2;45;;3;5;9;2;1;1;5;5
2;49;;2;8;11;1;4;0;0;4
1;75;;2;10;4;2;2;0;0;5
2;34;;1;6;9;2;1;1;3;3
1;41;;1;3;12;6;1;1;2;1
1;43;;3;6;13;2;1;1;2;2
1;48;;21;2;7;5;1;1;3;4
1;40;;2;6;6;1;1;1;3;2
1;64;;2;8;11;4;2;0;0;2
1;57;;2;10;13;2;1;1;2;3
2;52;;21;3;13;4;1;3;2;4
2;59;;1;98;7;3;8;0;0;5
2;31;;21;1;13;6;1;3;2;1
2;44;;2;5;11;1;1;1;2;4
1;40;;3;10;6;5;1;1;99;4
2;34;;1;1;13;6;1;1;3;3
2;24;;21;1;13;1;1;3;2;1
1;71;;3;7;11;1;2;0;0;4
2;80;;2;5;9;1;2;0;0;6
1;42;;2;7;13;5;1;1;2;3
2;41;;2;6;9;2;1;1;2;2
1;50;;21;3;6;4;1;1;5;4
1;67;;2;4;11;6;2;0;0;1
2;49;;2;7;11;2;1;1;2;1
1;65;;21;1;6;6;1;1;3;2
1;76;;2;8;4;2;2;0;0;5
1;43;;1;4;13;4;1;1;2;3
1;57;;3;10;9;2;1;1;5;1
1;25;;3;7;6;2;1;1;2;1
1;59;;3;6;14;1;1;1;2;1
2;80;;2;8;4;1;3;0;0;6
1;57;;2;4;14;2;1;1;2;1
1;62;;2;6;11;2;1;2;1;3
1;43;;2;8;9;2;4;0;0;4
2;19;;2;5;5;6;4;0;0;2
1;54;;2;5;11;5;1;2;1;1
2;41;;2;6;13;1;1;1;2;1
2;31;;3;7;10;4;4;0;0;3
2;45;;2;5;13;2;1;1;2;2
1;30;;1;3;7;6;1;1;7;2
1;58;;1;2;4;5;1;1;2;3
1;47;;2;7;11;2;1;2;2;3
2;46;;21;1;13;4;1;1;2;4
1;34;;1;3;12;6;1;1;2;4
2;75;;2;6;9;2;3;0;0;3
1;48;;2;7;8;1;1;3;3;3
1;75;;1;4;11;5;2;0;0;4
2;32;;3;8;11;2;1;2;2;1
1;74;;21;1;1;9;2;0;0;5
1;74;;1;4;11;4;2;0;0;3
2;70;;2;6;9;2;2;0;0;2
1;58;;21;7;11;4;1;1;4;4
1;19;;2;7;6;4;6;0;0;4
1;41;;2;7;5;2;1;5;6;3
2;52;;2;5;11;2;1;2;3;1
2;51;;21;3;7;2;1;1;5;3
2;36;;1;3;13;6;4;0;0;2
2;31;;21;1;6;6;1;1;10;3
1;41;;2;5;4;5;1;1;9;2
1;43;;3;6;4;1;1;1;3;3
1;36;;3;5;4;1;1;1;7;5
2;38;;2;7;13;2;1;1;2;3
2;46;;1;4;6;3;2;0;0;6
1;48;;1;1;4;2;1;1;8;3
1;48;;21;2;9;2;1;3;2;4
2;51;;2;6;7;2;1;3;5;4
2;66;;2;8;11;2;4;0;0;8
1;56;;2;5;12;2;1;2;2;2
1;51;;2;3;13;6;1;1;3;9
1;53;;3;10;11;2;1;1;3;4
1;31;;21;4;6;5;6;0;0;3
2;76;;1;5;6;1;7;0;0;4
1;50;;2;5;9;2;1;1;5;2
1;47;;1;5;6;1;8;0;0;5
1;59;;3;9;7;2;1;1;3;2
1;22;;1;4;6;2;6;0;0;4
1;24;;1;5;6;4;6;0;0;5
2;22;;21;5;10;1;5;0;0;3
2;37;;1;5;13;2;1;1;4;4
1;51;;3;7;11;1;1;1;2;2
1;26;;3;10;5;2;1;3;5;2
1;47;;3;6;6;6;2;0;0;5
2;40;;3;10;5;2;1;1;3;3
1;65;;21;4;12;6;2;0;0;2
2;39;;1;5;4;2;7;0;0;5
1;44;;21;4;8;5;1;1;3;4
1;55;;1;4;11;2;1;1;1;1
1;19;;2;6;6;2;6;0;0;1
2;24;;2;10;10;1;1;1;4;1
2;44;;2;10;6;2;1;1;1;3
2;53;;1;5;9;4;1;1;4;2
2;35;;2;8;11;5;1;1;3;1
1;59;;2;6;11;4;1;1;2;2
1;57;;3;8;5;2;2;0;0;3
1;70;;2;8;9;2;2;0;0;2
1;43;;2;5;12;2;1;1;1;1
1;43;;1;4;6;6;1;1;4;4
2;61;;2;5;7;2;1;1;5;3
2;64;;1;3;2;2;4;0;0;5
1;45;;2;5;9;2;1;1;3;1
2;46;;21;2;10;6;4;0;0;4
2;51;;1;3;11;4;7;0;0;4
1;55;;2;5;12;5;1;1;2;4
1;31;;2;7;10;2;1;1;2;4
2;36;;1;3;11;4;1;1;2;2
1;41;;21;3;15;4;1;1;3;4
1;33;;1;3;13;6;1;1;3;5
1;46;;3;7;6;5;1;3;6;4
2;28;;2;6;10;2;1;3;2;1
2;57;;21;2;9;6;2;0;0;3
2;30;;1;5;10;5;1;1;9;3
2;55;;21;7;6;2;2;0;0;6
1;33;;21;3;11;5;1;1;3;4
2;26;;1;3;7;2;1;1;5;5
1;35;;2;7;7;2;1;1;3;5
1;67;;3;7;11;1;1;1;2;2
2;70;;1;99;1;2;7;0;0;5
2;42;;1;4;7;2;2;0;0;4
1;44;;3;10;12;1;1;1;5;2
2;22;;1;3;7;6;1;1;4;3
2;43;;2;5;6;2;1;1;4;3
1;30;;2;5;7;4;1;1;3;5
1;47;;1;3;15;6;1;1;2;2
1;50;;21;1;6;4;4;0;0;6
1;66;;21;1;6;6;2;0;0;3
1;54;;3;6;11;1;1;1;2;2
1;35;;2;5;12;2;1;1;2;1
2;70;;3;7;4;1;3;0;0;5
1;75;;1;3;8;2;2;0;0;5
2;30;;1;1;13;4;1;1;2;3
2;34;;3;8;7;1;7;0;0;4
2;60;;3;7;11;1;1;1;4;9
2;67;;3;10;11;1;2;0;0;2
1;38;;2;6;13;2;1;1;5;3
1;75;;1;1;4;4;2;0;0;4
1;51;;21;1;6;2;1;3;7;2
1;72;;21;1;5;4;2;0;0;5
2;51;;3;10;7;1;4;0;0;6
1;39;;3;99;7;2;1;1;3;1
1;60;;2;7;11;4;1;1;2;3
1;64;;1;5;14;2;1;1;2;2
1;54;;2;5;14;1;1;1;2;9
2;42;;21;2;14;6;1;1;2;3
1;48;;2;5;13;4;1;1;3;4
2;49;;2;8;13;1;4;0;0;4
2;23;;1;4;4;4;5;0;0;5
2;57;;1;6;6;6;7;0;0;2
1;72;;3;8;11;1;2;0;0;4
2;73;;2;7;9;1;2;0;0;9
2;62;;1;5;2;2;1;1;5;4
1;63;;2;4;11;1;1;1;2;2
1;31;;1;4;7;4;1;1;4;4
1;74;;1;5;5;2;2;0;0;5
1;54;;3;8;11;1;1;1;1;1
1;63;;21;1;4;4;2;0;0;6
1;49;;2;5;11;1;1;1;5;1
1;59;;1;4;11;5;1;1;2;2
1;69;;21;3;6;6;2;0;0;4
1;35;;1;2;13;2;1;1;2;2
1;43;;3;8;5;2;1;1;10;5
1;34;;2;6;10;2;1;1;4;4
1;42;;2;5;13;2;1;1;3;1
1;26;;3;9;10;1;1;1;6;4
1;54;;2;5;7;2;1;3;2;3
1;31;;21;3;10;2;1;1;4;4
2;36;;1;1;13;6;1;1;2;2
2;56;;2;7;13;6;2;0;0;1
2;78;;2;7;11;1;2;0;0;1
1;26;;2;7;4;2;1;2;5;4
1;23;;1;5;6;1;6;0;0;2
1;75;;21;1;5;6;2;0;0;3
1;53;;2;7;11;6;1;1;1;1
1;75;;2;5;4;5;2;0;0;5
1;78;;2;6;11;2;2;0;0;2
2;44;;3;6;11;5;4;0;0;6
1;70;;1;1;4;4;2;0;0;4
1;66;;2;7;13;2;1;1;2;1
2;73;;1;4;5;2;8;0;0;5
1;54;;3;7;7;1;1;1;7;2
2;67;;2;99;4;1;2;0;0;5
2;44;;3;5;6;5;4;0;0;6
1;64;;2;5;4;1;2;0;0;4
2;33;;2;8;10;2;1;1;4;2
2;81;;2;9;4;3;7;0;0;6
1;54;;1;4;4;2;1;3;5;2
1;27;;2;6;6;3;5;0;0;3
2;67;;1;5;7;1;2;0;0;4
2;25;;1;3;10;5;6;0;0;5
2;75;;1;2;11;4;2;0;0;2
2;63;;1;4;11;5;4;0;0;6
2;88;;1;4;12;1;2;0;0;4
1;36;;2;5;11;5;1;1;2;2
1;54;;2;8;7;1;1;2;8;2
1;19;;21;3;6;5;6;0;0;3
1;64;;3;8;5;1;1;3;6;4
1;57;;2;99;6;2;1;1;5;4
1;71;;2;7;4;2;2;0;0;6
1;62;;21;4;11;6;2;0;0;4
1;65;;1;4;6;1;2;0;0;3
1;84;;2;10;2;1;2;0;0;6
2;26;;2;8;10;2;1;1;2;4
2;50;;2;5;9;1;1;3;2;3
1;46;;2;6;11;4;1;1;4;3
