SEXO;EDAD;P1;ECOPER;ECOESP;PESPANNA1;PPERSONAL1;RECUVOTOG1;PROBVOTO;ESCIDEOL;NIVELESTENTREV;RELIGION;ECIVIL;SITLAB;RELALAB;CNO11;INGRESHOG;CLASESOCIAL
2;48;2;2;4;23;6;21;10;3;14;2;2;1;1;2;4;3
1;40;4;2;2;20;6;21;10;3;12;2;1;1;1;2;4;3
1;43;1;2;2;7;7;21;10;2;7;6;1;1;1;8;3;2
2;28;2;2;4;51;22;2;10;7;13;2;2;1;1;2;2;3
2;43;1;2;2;1;8;21;10;3;13;6;1;1;3;2;2;3
2;19;2;2;2;17;27;1;10;3;4;6;2;6;0;0;8;3
2;56;2;2;3;21;6;1;10;1;8;6;1;1;1;2;2;3
1;49;2;2;4;58;97;3;10;5;7;1;1;1;1;6;4;3
1;68;1;2;2;1;97;1;10;3;11;4;1;2;0;0;2;3
2;50;2;2;2;50;8;2;10;6;13;6;1;1;3;2;2;3
1;76;2;3;3;50;97;1;10;99;9;2;2;2;0;0;5;3
1;32;2;4;4;98;1;2;10;5;4;2;2;4;0;0;5;4
2;53;1;4;4;9;9;21;10;2;13;6;2;4;0;0;5;5
1;55;4;2;3;26;26;3;10;9;14;1;1;1;1;2;2;3
1;63;2;2;4;30;8;2;10;5;15;1;3;1;1;1;2;3
1;25;2;1;2;99;8;1;10;4;10;2;2;1;1;2;4;3
2;44;2;2;4;24;24;2;10;7;9;2;1;7;0;0;5;3
1;49;1;3;2;52;80;1;10;3;7;4;2;1;1;3;5;6
1;60;4;2;4;1;1;2;10;6;6;2;1;1;3;8;5;12
1;30;4;2;4;3;3;2;10;6;4;2;1;4;0;0;5;3
1;56;4;4;5;20;12;3;10;8;2;2;1;2;0;0;4;96
2;35;1;2;4;51;99;2;10;6;13;4;1;1;3;2;2;3
1;63;2;3;4;13;9;2;10;7;4;1;1;1;2;8;4;4
1;36;2;2;4;8;7;1;8;4;13;2;2;1;1;2;3;4
1;63;1;2;2;50;8;1;10;5;6;2;1;1;1;2;3;3
2;60;4;2;5;24;8;2;10;8;16;1;1;1;1;5;4;3
2;32;1;1;2;13;6;1;10;4;13;1;2;1;3;3;1;2
2;21;2;2;4;51;20;2;10;7;6;2;2;6;0;0;3;2
2;27;2;2;3;80;20;21;10;3;13;5;2;1;1;2;4;2
1;48;1;2;2;26;50;2;10;6;12;6;1;1;1;2;1;3
2;68;1;2;3;1;1;2;10;9;4;1;3;3;0;0;5;98
1;54;2;4;4;21;9;21;10;4;6;2;2;1;3;5;5;12
1;34;4;2;5;24;8;2;10;99;8;4;1;1;3;2;1;1
1;62;2;2;2;11;29;1;10;6;11;4;1;2;0;0;2;3
1;50;2;2;4;51;8;1;10;2;11;2;1;1;1;2;3;4
1;60;5;2;5;24;97;2;10;10;1;2;1;1;1;7;5;3
2;29;2;2;2;11;7;1;10;3;13;4;2;1;1;2;3;3
2;69;2;2;4;1;55;1;10;1;9;9;1;2;0;0;2;3
2;59;5;3;5;11;35;3;0;5;1;2;1;4;0;0;5;5
2;47;1;2;2;16;16;1;10;6;16;2;1;1;1;5;4;3
2;44;1;4;4;51;6;1;10;4;4;2;2;4;0;0;6;12
1;29;2;4;4;1;1;1;10;10;2;3;2;4;0;0;6;98
1;62;4;2;4;24;8;2;10;7;11;4;1;1;1;4;2;3
1;65;1;2;4;1;78;3;10;10;4;2;1;2;0;0;5;4
1;50;2;2;5;51;8;2;10;6;12;2;1;1;1;3;4;3
2;34;1;2;5;8;7;2;10;6;7;6;2;1;1;4;5;3
2;36;2;2;4;8;8;1;10;4;12;6;1;1;3;2;3;3
2;60;2;4;4;51;15;2;10;10;4;2;1;7;0;0;3;4
2;51;1;1;2;80;80;21;10;1;14;2;1;1;1;2;1;1
1;60;2;5;3;51;8;2;10;5;10;4;5;4;0;0;6;98
2;53;2;2;4;1;6;2;8;5;6;2;1;7;0;0;4;3
2;63;1;2;3;51;56;1;10;1;5;1;1;7;0;0;5;3
1;75;1;4;4;51;97;1;10;6;2;1;1;2;0;0;6;12
2;41;4;2;5;51;51;3;9;7;13;1;1;1;1;3;3;3
1;44;1;2;2;1;42;3;10;5;12;2;1;1;2;1;3;3
1;51;2;4;4;50;42;3;10;8;3;2;1;1;3;8;2;5
2;41;2;2;4;18;18;2;10;6;7;2;2;1;1;3;3;3
1;54;2;2;4;1;46;2;10;5;9;2;1;1;1;4;5;3
1;40;4;2;5;33;35;3;10;8;9;6;1;1;1;5;2;3
2;68;2;4;5;13;50;2;10;10;10;2;1;2;0;0;4;3
2;44;3;3;4;8;9;2;10;6;11;2;5;1;1;3;5;4
1;41;1;4;4;77;54;1;10;2;13;6;2;4;0;0;4;5
2;89;2;3;3;21;6;1;10;4;4;1;5;7;0;0;6;12
1;26;2;2;4;8;7;21;9;4;6;4;2;1;1;2;5;3
2;28;5;3;4;51;51;2;10;10;10;1;2;1;1;4;4;12
2;59;1;4;5;24;8;2;10;99;4;2;1;4;0;0;5;3
1;62;5;4;4;1;1;3;10;7;4;2;5;4;0;0;1;96
1;84;1;4;2;19;29;1;10;5;4;1;3;2;0;0;6;97
1;21;2;2;2;49;49;1;10;3;6;5;2;6;0;0;3;3
2;51;2;2;2;20;20;1;10;7;6;1;1;1;1;5;4;4
1;70;2;2;2;51;98;1;10;5;11;1;1;2;0;0;2;3
2;55;2;2;4;24;35;2;9;6;13;2;1;1;3;2;3;4
2;55;1;2;2;81;81;3;10;6;9;5;2;1;3;5;2;3
2;31;2;2;4;8;8;1;10;5;10;6;1;1;1;2;3;4
1;80;2;2;2;13;6;1;10;4;7;6;1;2;0;0;5;4
2;59;1;2;3;8;9;1;10;2;4;2;1;1;1;9;3;98
1;21;4;2;4;35;20;2;10;7;5;2;2;1;3;3;3;3
1;71;2;2;4;24;29;2;10;10;6;2;1;2;0;0;4;3
2;51;1;2;5;1;1;3;10;6;5;2;1;4;0;0;4;3
1;48;4;4;4;42;8;1;10;4;9;1;1;1;1;4;3;3
1;80;1;4;5;24;24;2;7;8;9;1;1;2;0;0;5;12
1;33;5;4;5;24;9;3;10;8;6;4;2;1;1;5;2;4
1;36;5;5;5;24;8;3;10;5;7;6;2;4;0;0;6;96
2;54;2;2;5;50;3;2;10;8;7;5;1;4;0;0;4;4
1;55;2;3;4;51;39;1;10;1;4;5;1;1;1;7;5;4
1;49;5;2;4;51;51;3;10;9;7;1;1;1;1;5;3;4
1;25;2;5;4;13;9;1;8;3;4;6;2;5;0;0;6;3
2;50;1;2;4;50;6;1;8;5;11;3;2;2;0;0;6;5
1;53;2;2;2;25;25;2;10;5;12;2;1;1;1;2;2;5
2;30;1;5;5;8;15;1;10;3;6;6;4;4;0;0;6;12
2;42;1;2;2;7;25;1;10;3;9;4;1;1;1;2;1;3
1;64;2;2;5;13;25;2;10;5;6;1;1;1;1;3;2;3
1;51;1;4;3;1;8;3;7;5;6;2;1;1;1;4;5;4
1;58;2;4;4;24;46;2;10;8;7;1;1;1;1;1;2;96
1;73;2;2;2;46;8;1;10;3;11;5;1;2;0;0;1;5
1;82;2;2;8;96;97;21;10;2;5;6;1;2;0;0;4;5
2;51;2;2;4;1;1;1;8;5;7;2;1;7;0;0;5;3
1;44;1;2;5;26;54;2;10;5;6;2;1;1;1;4;4;3
2;66;5;2;5;51;46;3;10;5;9;4;3;2;0;0;4;3
1;68;1;2;2;13;51;1;10;4;11;4;1;2;0;0;1;3
2;74;1;2;2;51;6;1;9;4;9;4;5;2;0;0;4;3
2;32;1;4;4;8;42;21;10;3;10;6;2;1;1;2;5;6
1;66;1;2;4;1;8;21;5;4;11;6;1;2;0;0;3;3
1;73;1;2;2;1;78;1;10;3;9;5;2;2;0;0;4;3
1;84;2;2;2;51;1;2;10;10;2;1;1;2;0;0;5;96
2;44;4;9;4;51;8;2;10;4;11;4;1;4;0;0;4;4
1;60;1;2;2;1;6;1;10;5;7;2;1;1;1;8;4;5
2;51;2;2;2;51;51;3;10;8;9;5;2;1;1;1;2;3
1;81;4;3;4;24;29;2;9;8;6;1;1;2;0;0;5;3
2;65;2;2;4;24;54;2;10;10;6;2;3;2;0;0;5;3
2;41;2;5;5;11;17;1;10;1;7;2;2;1;1;99;4;3
1;30;2;2;2;8;6;21;10;1;10;6;2;1;1;3;2;4
1;47;1;4;5;51;9;2;10;5;4;2;1;4;0;0;6;12
2;48;4;2;5;24;8;3;10;10;9;2;1;1;1;2;3;3
1;84;2;2;4;51;29;2;10;5;98;2;1;2;0;0;5;11
1;56;5;4;5;1;1;3;5;7;9;1;1;4;0;0;5;3
2;35;2;2;5;51;6;2;10;5;14;1;1;4;0;0;4;3
2;56;1;2;2;13;78;1;10;9;7;1;1;7;0;0;3;3
1;30;2;2;2;8;8;1;10;3;7;5;2;1;1;5;2;3
2;78;1;2;2;13;6;1;10;3;2;2;1;7;0;0;5;3
2;68;1;2;2;46;12;1;10;8;9;4;5;2;0;0;5;3
1;42;2;1;4;24;21;2;10;8;4;2;2;1;3;1;3;3
1;24;1;2;2;51;22;1;10;4;13;6;2;1;1;2;1;4
2;58;1;4;4;6;29;1;5;6;4;6;1;4;0;0;5;5
1;28;1;4;4;51;1;21;10;7;10;6;2;4;0;0;9;5
2;62;5;5;5;50;6;1;10;1;4;2;1;4;0;0;6;12
2;72;2;2;3;1;19;1;10;2;9;2;1;7;0;0;4;3
2;23;1;4;4;8;8;1;9;3;4;6;2;6;0;0;8;3
2;41;1;4;2;22;8;1;10;4;7;5;5;1;1;3;6;4
1;36;1;2;2;8;7;21;10;2;15;6;1;1;3;2;2;2
2;40;1;4;4;9;9;1;10;1;7;2;2;4;0;0;6;12
1;50;4;2;5;24;8;3;10;6;11;1;1;1;1;1;2;3
1;56;2;4;5;51;1;2;10;6;11;1;1;1;1;3;5;3
1;63;1;3;2;51;97;1;10;1;7;2;2;4;0;0;6;3
2;57;4;3;5;1;49;2;10;10;6;2;1;1;1;4;5;12
2;54;1;2;2;1;1;21;10;3;9;2;1;1;1;2;2;3
2;50;2;5;5;1;8;2;10;5;6;4;1;4;0;0;5;12
1;40;5;1;5;15;76;2;10;99;2;3;9;9;0;0;6;1
1;75;1;2;4;24;24;2;10;5;9;2;1;2;0;0;4;3
1;36;5;4;4;24;8;3;10;7;7;1;1;1;1;5;4;3
2;49;1;2;4;51;22;21;10;2;13;5;1;1;1;2;4;3
2;79;2;4;5;51;54;2;10;10;3;1;1;2;0;0;8;3
1;52;5;2;5;24;18;3;10;10;12;2;1;1;1;2;3;3
1;47;4;5;4;51;1;3;10;6;6;6;2;4;0;0;6;12
1;65;2;2;4;51;8;2;10;5;6;2;1;2;0;0;3;99
1;52;1;2;2;80;6;1;9;4;14;2;2;1;1;2;4;3
2;47;2;4;4;8;9;2;10;4;14;6;5;1;1;2;3;4
1;39;4;5;5;13;15;3;10;7;11;2;5;1;1;10;3;4
2;55;2;2;4;51;51;1;10;3;12;2;5;1;1;1;5;97
2;69;1;2;2;52;52;21;10;3;11;4;1;2;0;0;2;3
1;28;2;4;4;8;9;1;4;3;10;5;2;4;0;0;5;4
1;57;1;2;8;46;80;2;10;5;12;4;1;1;1;2;1;3
2;27;1;4;4;33;9;21;10;1;10;2;2;1;1;5;5;4
2;69;1;2;2;50;12;21;10;2;9;6;5;2;0;0;2;5
2;33;1;2;2;1;6;21;10;2;15;2;1;4;0;0;3;5
1;44;2;1;2;1;8;1;10;4;11;5;1;1;1;3;3;2
1;76;2;2;4;51;51;2;10;10;2;2;1;2;0;0;4;96
1;35;5;5;5;24;9;3;5;5;10;5;2;4;0;0;4;5
1;48;5;2;2;22;1;1;0;5;7;1;1;4;0;0;5;3
2;73;1;2;5;51;54;2;10;5;9;1;3;2;0;0;4;3
1;75;1;2;2;51;11;1;10;4;11;6;2;2;0;0;4;5
1;48;4;4;5;1;8;2;10;7;6;5;1;1;1;10;3;3
1;62;2;2;5;26;1;2;10;8;6;5;1;2;0;0;5;3
2;60;1;2;4;50;20;21;10;1;6;4;1;2;0;0;9;11
2;73;1;2;2;80;8;1;10;1;4;5;3;2;0;0;5;5
2;66;1;2;4;80;6;2;10;5;11;2;2;2;0;0;4;4
2;22;2;3;4;1;1;1;10;4;10;2;2;1;1;2;4;3
1;61;2;3;4;1;1;2;8;6;4;2;3;4;0;0;1;3
2;65;2;2;2;97;6;1;10;3;9;5;1;7;0;0;4;4
2;60;3;2;5;51;58;3;10;8;11;4;3;3;0;0;5;3
2;46;1;2;2;1;97;1;10;1;10;6;1;4;0;0;3;3
1;69;1;4;2;55;49;1;8;3;8;6;2;2;0;0;6;12
1;61;2;2;3;51;11;21;10;1;6;5;1;1;1;7;3;5
1;20;1;2;4;56;22;2;7;7;6;2;2;6;0;0;4;5
1;83;2;4;4;8;63;1;10;98;2;2;3;3;0;0;6;98
1;46;1;2;5;9;12;2;10;6;9;1;1;1;2;1;2;3
2;43;1;2;2;80;22;1;10;5;6;6;1;7;0;0;5;3
2;65;2;2;5;46;46;2;10;8;4;2;1;1;3;6;1;3
2;54;2;2;2;52;1;21;10;3;11;6;1;1;1;2;4;3
2;78;1;2;5;33;80;2;10;10;0;1;3;2;0;0;6;3
1;60;2;2;3;13;49;1;10;5;14;5;3;1;1;2;4;2
2;41;1;2;2;65;6;21;10;7;9;6;5;1;1;2;1;2
1;27;4;2;2;80;97;1;10;3;15;4;2;1;1;7;3;5
1;30;2;9;9;51;1;1;10;99;4;2;2;4;0;0;9;5
2;54;2;2;2;1;7;21;10;3;14;2;1;1;1;2;1;3
1;18;2;5;3;8;97;2;10;6;4;6;2;6;0;0;4;4
2;41;4;2;2;13;13;2;10;5;9;1;1;1;3;3;2;3
1;48;1;4;2;51;16;2;10;6;6;2;2;4;0;0;6;4
1;71;1;2;2;51;12;21;10;1;6;6;1;2;0;0;4;4
1;35;2;3;2;24;51;3;10;7;14;1;2;1;1;2;5;4
2;38;2;2;4;1;8;2;10;10;11;2;2;1;1;10;1;3
1;49;2;4;5;24;8;2;10;8;6;1;1;1;1;3;5;12
2;54;1;2;2;1;78;21;10;3;6;6;1;1;1;10;3;3
2;55;5;2;4;16;21;3;10;7;14;1;2;1;1;2;4;3
1;31;5;1;5;13;35;2;10;7;14;2;1;1;3;2;1;2
2;63;2;1;3;51;8;2;10;5;7;2;1;2;0;0;1;3
2;74;2;2;2;16;16;1;10;5;0;2;2;2;0;0;6;5
1;35;1;4;4;52;1;1;10;4;13;4;2;4;0;0;4;4
1;23;2;2;4;13;97;2;10;8;13;2;2;8;0;0;1;3
2;54;2;2;4;9;54;1;10;4;9;2;1;1;1;2;3;3
2;34;1;4;4;8;8;21;10;1;9;6;2;1;1;5;4;12
2;57;1;2;4;46;1;1;10;1;5;2;1;7;0;0;5;3
1;48;1;2;4;51;8;2;10;5;11;2;1;4;0;0;3;5
2;36;4;4;5;21;22;21;10;1;13;6;1;1;1;2;3;3
1;46;1;2;3;51;7;21;10;3;14;4;1;1;1;2;3;3
1;40;2;2;2;46;80;2;10;6;13;1;1;1;3;2;2;3
2;23;1;4;5;51;22;21;10;1;6;5;2;6;0;0;4;5
2;29;1;4;5;24;1;3;10;5;13;5;2;1;1;5;4;3
2;37;1;2;3;8;80;21;10;3;13;6;1;1;1;2;2;3
2;43;4;4;2;51;6;21;10;3;5;2;1;7;0;0;5;6
2;45;1;2;2;24;82;21;10;6;7;1;1;1;1;3;3;3
2;18;2;2;4;1;51;1;10;7;6;1;2;6;0;0;5;3
2;58;2;4;4;1;20;1;10;1;5;1;1;2;0;0;6;6
2;25;2;2;5;8;8;2;10;7;6;1;2;1;1;5;3;3
1;58;2;2;2;20;6;1;10;3;6;2;1;1;3;6;5;12
1;38;4;4;4;51;34;3;10;5;2;2;1;1;1;7;5;96
1;33;4;2;4;8;51;2;10;6;13;2;2;1;3;2;2;3
2;49;1;2;5;24;8;2;10;6;5;2;1;1;1;5;2;3
1;32;2;2;4;9;80;1;10;3;10;5;2;1;1;4;3;3
2;40;2;2;5;50;50;2;10;5;7;2;2;1;1;5;6;4
2;46;2;2;2;8;6;21;10;1;7;6;1;2;0;0;4;4
2;49;2;2;5;58;8;1;10;1;5;2;1;4;0;0;6;12
1;66;1;2;3;80;80;1;10;3;8;5;1;2;0;0;4;3
1;43;1;4;2;50;80;1;10;1;7;5;2;1;1;7;5;12
2;58;1;3;5;1;8;2;10;7;7;2;5;1;1;4;4;4
2;34;1;2;4;8;25;1;5;5;10;6;2;1;1;4;4;3
2;49;1;2;5;18;21;1;10;1;13;4;1;1;1;3;4;12
1;47;2;4;4;98;8;1;10;3;7;2;2;1;1;4;5;3
1;53;1;2;2;51;8;21;10;3;11;4;1;1;1;3;2;5
1;41;1;2;5;51;51;2;10;7;11;4;1;1;3;1;2;3
2;62;2;5;4;24;8;2;10;10;2;1;1;4;0;0;5;12
2;66;2;2;2;21;25;1;8;4;6;2;1;1;1;5;5;3
2;78;2;2;4;51;80;2;10;5;4;1;3;2;0;0;5;4
1;44;2;2;4;51;8;3;9;7;4;2;1;1;1;5;4;3
2;38;2;1;4;9;97;21;0;3;13;6;2;1;1;2;2;3
2;35;2;2;2;1;6;2;9;7;9;2;2;1;1;3;2;3
1;29;4;5;4;46;1;1;7;3;7;6;2;6;0;0;5;4
1;46;1;2;4;51;1;3;10;8;11;1;1;1;1;2;3;3
1;30;1;4;4;51;8;1;10;4;10;4;2;1;1;4;3;3
2;56;2;5;5;51;8;2;10;10;4;1;2;2;0;0;6;6
2;57;1;2;5;24;29;2;10;10;2;2;1;7;0;0;5;4
1;41;2;2;2;46;29;2;10;5;7;2;1;1;1;2;3;3
1;66;2;2;3;51;29;21;10;5;11;4;5;2;0;0;4;3
1;48;1;4;3;51;1;1;10;3;4;2;5;4;0;0;1;4
1;75;2;2;4;24;24;2;10;6;9;1;1;2;0;0;4;4
1;75;5;2;2;51;51;3;10;9;6;2;1;2;0;0;9;11
1;47;1;2;2;51;80;2;10;6;14;5;1;1;3;2;3;3
1;70;1;2;2;15;29;1;10;4;13;4;1;2;0;0;3;3
2;33;2;2;2;22;22;21;10;3;13;6;2;1;1;2;4;3
1;40;4;2;4;51;51;2;10;99;15;2;2;1;1;5;2;3
1;61;2;2;5;24;97;2;10;5;7;2;1;1;2;1;3;3
2;40;1;4;5;13;9;2;10;8;13;2;2;4;0;0;5;96
1;27;1;4;2;58;58;21;10;3;15;4;2;4;0;0;3;3
1;55;1;4;4;51;51;21;0;1;6;2;4;2;0;0;6;4
1;60;2;4;5;46;8;2;10;7;6;2;1;4;0;0;5;3
1;45;2;2;3;51;46;2;10;7;16;2;1;1;2;1;1;2
1;45;2;1;2;51;51;1;10;1;4;6;5;8;0;0;2;2
2;48;1;2;4;8;7;2;10;5;8;5;2;1;1;1;4;3
1;63;4;1;4;8;51;1;10;5;12;2;1;1;1;2;2;3
1;57;2;2;4;51;20;2;10;5;13;2;1;1;1;2;1;3
2;27;1;2;4;51;56;1;8;2;10;6;2;1;1;4;8;2
1;78;2;2;2;1;51;2;10;8;9;1;1;2;0;0;2;3
2;42;1;2;4;13;96;1;10;4;14;2;2;1;1;2;1;3
1;84;1;2;1;55;77;1;10;7;6;4;1;2;0;0;3;3
1;56;1;2;2;13;6;1;10;4;9;4;1;1;1;3;1;3
2;41;1;2;4;51;98;21;10;3;11;6;2;1;1;2;2;3
1;20;2;2;3;51;97;21;9;2;6;4;2;6;0;0;3;98
2;69;2;2;3;13;77;21;10;3;6;5;1;2;0;0;3;5
2;63;1;2;4;9;1;21;10;1;4;9;1;4;0;0;5;5
1;35;2;2;4;8;8;2;10;6;13;2;1;1;1;2;3;3
1;48;1;2;2;51;51;1;10;5;14;1;1;1;1;2;3;3
1;36;4;2;5;24;97;2;10;7;6;2;1;1;1;5;5;98
1;59;1;2;3;51;29;1;5;5;4;2;2;8;0;0;5;4
2;50;1;4;5;51;78;1;10;98;4;2;1;4;0;0;5;12
1;35;4;2;4;46;8;2;10;7;13;1;1;1;3;3;2;3
2;28;2;2;4;51;49;2;10;7;10;2;2;1;1;4;5;5
1;70;4;2;4;26;26;2;10;5;11;2;2;1;3;2;4;3
1;62;1;5;2;9;8;21;10;8;6;6;5;4;0;0;4;11
1;36;1;2;5;8;8;21;10;1;6;2;1;1;1;3;4;4
2;52;2;3;4;1;32;21;10;2;7;2;2;1;1;9;4;4
2;34;1;3;2;13;1;21;10;1;7;4;2;4;0;0;5;4
2;70;1;2;4;51;8;1;0;4;11;2;1;2;0;0;3;98
2;56;2;2;2;80;80;1;10;3;13;2;5;1;1;5;2;3
1;76;4;2;8;24;98;2;10;10;6;1;1;2;0;0;4;11
2;74;1;2;2;19;19;1;10;1;4;6;1;2;0;0;3;6
1;35;2;4;2;52;7;21;10;3;12;2;2;6;0;0;4;4
1;69;1;5;5;76;51;3;10;10;98;1;1;2;0;0;6;12
1;62;2;2;4;1;46;3;10;8;4;2;5;2;0;0;6;5
1;52;4;4;5;24;1;3;0;10;6;2;1;4;0;0;6;12
1;68;1;2;2;50;29;1;10;3;9;5;3;2;0;0;4;3
1;52;4;3;5;51;8;3;10;7;6;2;1;2;0;0;4;4
2;55;1;4;4;8;8;1;10;10;6;1;5;4;0;0;5;4
2;55;2;4;4;1;6;1;10;5;4;2;1;1;1;7;5;4
1;54;1;2;2;11;1;21;10;1;7;6;2;4;0;0;4;3
2;58;1;3;5;13;1;1;10;10;2;1;1;7;0;0;6;96
1;46;4;2;2;46;46;2;9;6;12;5;1;1;1;3;2;3
1;67;2;2;1;23;23;21;10;3;9;4;1;2;0;0;3;3
1;53;2;2;4;77;8;1;10;4;11;9;1;1;1;6;4;4
2;52;1;2;5;18;16;3;10;8;9;2;1;1;1;4;3;3
1;81;1;9;3;1;29;1;10;6;6;1;1;2;0;0;2;3
2;46;1;2;4;25;22;2;5;5;11;1;1;1;1;2;3;3
1;39;4;2;5;24;24;2;10;8;15;5;1;1;1;5;2;3
1;55;2;2;4;51;51;3;10;8;4;3;1;1;1;3;4;3
1;49;1;5;2;52;15;1;10;1;7;4;2;2;0;0;6;98
2;58;1;2;2;51;80;1;10;5;11;5;5;1;1;2;3;3
2;39;2;2;3;13;96;1;10;5;4;1;1;7;0;0;9;97
1;77;2;2;2;18;80;1;9;5;2;2;1;2;0;0;5;3
1;72;4;2;2;51;51;2;10;5;6;2;1;2;0;0;3;2
1;61;2;2;4;8;8;2;10;5;6;9;1;1;1;1;3;4
2;66;1;2;4;1;97;2;10;10;9;1;1;2;0;0;2;3
2;40;2;3;4;13;51;2;10;6;7;2;2;1;1;9;4;5
1;55;2;4;2;1;1;1;10;1;7;5;2;4;0;0;4;3
2;30;1;2;5;9;7;21;10;99;7;4;2;4;0;0;3;12
1;66;1;2;2;1;97;1;10;2;9;4;1;2;0;0;3;12
1;41;2;1;2;51;97;1;10;6;4;5;2;1;1;7;1;3
2;70;1;2;3;1;1;1;10;5;3;2;1;7;0;0;5;99
1;36;1;2;4;51;8;2;10;8;12;1;2;1;1;1;2;3
1;54;2;2;4;51;29;3;3;5;11;2;4;1;1;4;4;3
2;44;2;2;5;51;1;1;10;3;9;2;2;4;0;0;4;3
1;39;1;2;2;52;8;21;10;2;11;5;1;1;1;4;2;5
2;75;2;2;2;80;80;1;10;10;5;1;4;2;0;0;5;96
1;54;4;2;5;26;11;3;10;10;4;1;5;1;3;5;3;3
1;46;5;2;5;50;51;3;10;5;10;6;1;1;1;2;2;4
2;28;2;4;4;51;1;1;0;5;13;1;2;1;6;2;4;3
2;50;1;2;2;80;80;21;10;2;11;6;1;1;1;3;3;6
2;62;1;2;4;19;54;1;7;98;2;9;1;7;0;0;5;3
2;84;2;2;2;24;3;2;10;10;2;1;3;2;0;0;6;98
2;65;2;2;4;24;21;2;7;8;2;2;3;2;0;0;6;3
2;54;1;3;2;8;8;1;10;3;9;4;2;1;1;4;3;3
2;49;1;2;5;24;80;21;10;99;5;5;2;4;0;0;9;3
1;45;2;3;4;24;78;3;0;98;4;2;2;1;1;9;5;3
2;62;2;4;4;46;9;1;10;5;4;1;5;4;0;0;6;12
2;50;1;2;4;65;65;1;10;1;15;5;1;1;1;2;5;4
1;53;1;4;2;82;7;1;10;1;2;2;1;1;1;4;5;5
2;59;1;2;5;8;48;2;10;6;4;2;1;4;0;0;5;3
2;42;1;2;2;51;7;21;10;8;15;6;2;1;5;2;3;4
1;57;5;5;5;13;1;3;10;6;10;2;1;4;0;0;6;12
1;57;2;2;4;51;8;1;10;4;11;2;2;1;1;4;3;3
2;33;2;2;2;20;8;1;10;4;9;2;1;1;1;4;4;3
1;57;1;1;2;46;80;1;8;3;7;2;3;1;1;5;4;3
1;37;2;5;5;51;8;3;10;5;4;2;1;1;1;9;6;12
1;26;1;4;4;25;9;21;10;6;6;2;2;1;1;5;5;5
2;41;2;2;4;7;7;1;10;1;9;2;1;1;1;3;3;3
1;80;1;2;2;51;80;1;10;4;11;2;1;2;0;0;2;5
1;56;1;2;4;46;42;2;10;7;11;1;2;1;1;2;1;3
1;56;2;2;4;8;6;1;7;6;6;2;1;1;1;3;3;3
2;51;2;3;2;46;20;1;10;9;4;9;1;4;0;0;5;3
2;41;2;2;5;46;82;2;10;8;9;2;1;1;3;1;2;4
2;51;1;2;4;7;25;1;10;8;14;2;1;1;1;2;3;5
2;45;2;2;4;13;29;2;10;5;11;1;1;1;1;2;5;3
2;77;5;2;5;24;81;2;10;8;5;1;3;2;0;0;5;3
2;50;1;2;2;51;8;1;10;1;4;2;1;4;0;0;3;4
1;57;1;2;3;1;20;2;10;98;14;1;1;1;1;4;1;3
2;83;1;5;8;13;29;2;10;99;1;1;1;7;0;0;8;6
1;53;2;2;4;46;6;1;10;4;7;4;1;1;1;7;5;3
1;38;2;2;4;49;49;21;6;4;13;4;1;1;3;2;5;4
1;41;2;4;2;13;9;21;9;3;10;4;2;1;3;3;5;3
1;25;2;2;4;8;8;1;10;7;13;2;2;1;1;2;3;3
1;45;4;4;4;35;35;3;10;6;13;3;1;1;1;3;2;12
2;26;1;2;4;27;58;1;10;3;10;5;2;6;0;0;4;5
1;33;2;4;2;50;80;21;10;5;11;4;2;1;1;2;5;4
1;49;2;4;2;1;1;1;10;3;4;2;2;4;0;0;6;6
2;33;1;2;2;1;8;1;10;1;9;2;2;1;1;4;6;5
1;33;2;2;5;82;8;1;10;5;5;2;1;1;1;7;5;4
1;67;5;2;5;51;26;3;10;10;4;2;1;2;0;0;1;3
2;27;2;2;4;8;51;1;10;8;7;1;1;1;1;3;5;4
1;75;2;3;2;98;97;1;10;1;2;2;2;2;0;0;6;98
2;60;1;2;2;51;22;1;0;1;11;4;1;1;1;2;2;3
2;29;2;4;5;8;8;21;10;1;10;4;2;4;0;0;6;12
1;80;2;4;4;24;1;2;10;9;0;1;1;2;0;0;5;3
2;54;2;2;2;46;55;1;10;4;11;4;1;1;1;2;3;3
1;33;3;2;4;51;8;3;7;7;10;4;1;1;1;10;1;3
1;53;2;2;4;21;8;2;9;5;7;1;1;4;0;0;1;5
1;40;1;3;4;13;29;2;10;7;12;2;1;1;1;3;4;3
2;52;2;2;4;56;1;21;10;3;11;2;1;1;1;3;1;3
2;25;1;4;4;25;9;1;10;4;10;4;2;1;1;5;6;3
2;60;2;4;4;13;12;3;5;7;4;1;2;1;2;1;6;4
2;22;1;2;4;8;8;21;10;2;6;4;2;6;0;0;5;4
2;73;1;2;3;1;6;2;0;5;4;2;5;2;0;0;5;4
1;57;2;4;5;13;51;2;10;6;7;2;1;1;1;10;3;4
2;51;4;5;5;46;6;2;10;4;4;2;1;1;3;4;6;3
1;24;4;2;5;24;24;3;10;9;10;1;2;1;1;3;3;3
1;62;1;2;4;24;24;2;10;5;4;2;1;4;0;0;5;3
2;32;2;4;4;77;8;1;7;5;6;9;2;1;1;4;6;12
1;29;1;1;5;9;98;1;4;99;2;1;2;1;1;9;9;98
